subjectCode,courseNumber,courseTitle,creditNarrative,prereqNarrative
COWL,158A,Special Topics: Oral History,5.0,"Enrollment restricted to sophomores, juniors, and seniors."
COWL,165,Fundraising Practicum,3.0,
COWL,168,Social Change,2.0,Enrollment is restricted to college members.
COWL,174,Global Leadership,3.0,
COWL,175A,Imagination,5.0,
COWL,184A,Leadership and Institution Building,2.0,
COWL,184B,Leadership and Institution Building,2.0,
COWL,184C,Leadership and Institution Building,2.0,
COWL,192,Directed Student Teaching,5.0,
COWL,193,Field Study,5.0,
COWL,193F,Field Study,2.0,
COWL,194,Group Tutorial,5.0,
COWL,194F,Group Tutorial,2.0,
COWL,195,Senior Thesis,5.0,
COWL,198,Independent Field Study,5.0,
COWL,199,Tutorial,5.0,
COWL,199F,Tutorial,2.0,
CRES,10,Critical Race and Ethnic Studies: An Introduction,5.0,Prerequisite(s): Satisfaction of the Entry Level Writing requirement.
CRES,14,Center for Racial Justice Service Learning,5.0,
CRES,15,Resource Centers Service Learning Course,5.0,
CRES,25,Race / Land / Property,5.0,
CRES,45,Pilipinx Historical Dialogue,5.0,
CRES,60E,Blackness and Indigeneity in Europe,5.0,
CRES,68,Approaches to Black Studies,5.0,
CRES,70B,Black Radical University?,5.0,
CRES,70S,Introduction to the Sikhs,2.0,
CRES,70U,(Un)docu Studies,5.0,
CRES,94,Group Tutorial,5.0,
CRES,94F,Group Tutorial,2.0,
CRES,99,Tutorial,5.0,
CRES,100,Comparative Theories of Race and Ethnicity,5.0,Prerequisite(s): CRES 10 and satisfaction of the Entry Level and Composition requirements.
CRES,101,Research Methods and Writing in Critical Race and Ethnic Studies,5.0,Prerequisite(s): CRES 10 and satisfaction of the Entry Level Writing and Composition requirements.
CRES,111,The Sounds of Struggle,5.0,
CRES,112,AsianAm Enviro Justice,5.0,
CRES,113,Music and Performance,5.0,
CRES,114,Race and Disability in American Drama,5.0,
CRES,115,"Frantz Fanon: Resistance, Revolution, and Decolonization",5.0,
CRES,116,Race and the Pacific: U.S. and Japanese Empires in Comparative Perspective,5.0,
CRES,118,Abolitionist Futures,5.0,
CRES,120,Third World Feminisms,5.0,
CRES,121,The Struggle for K-12 Ethnic Studies,5.0,
CRES,131,Black Freedom Movements,5.0,
CRES,132,Black Speculations,5.0,
CRES,140,Latina/o/x Geographies,5.0,"""CRES 10"""
CRES,150,"Race, Gender and Algorithms",5.0,
CRES,160,Latina/o/x Geographies,5.0,"""CRES 10"""
CRES,170,Arab Diasporic Communities,5.0,
CRES,171,Arab Feminist Visions,5.0,
CRES,172,"Arab Uprising: Movements, Revolutions, and Praxis",5.0,
CRES,181,The Lynch Doctrine: From Rough Justice to Stand Your Ground,5.0,
CRES,185A,"Race, Gender, and Science",5.0,
CRES,188A,Topics in Transnational Asian American and Pacific Islander Studies,5.0,
CRES,188B,Topics in Black Studies,5.0,
CRES,188M,Topics in Critical Migration Studies,5.0,
CRES,188S,Topics in Settler Colonial Critique,5.0,
CRES,188T,"Topics in Race, Science and Technology",5.0,
CRES,188X,Topics in Critical Race and Ethnic Studies,5.0,
CRES,190A,Critical Race Feminisms,5.0,Prerequisite(s): CRES 10 and CRES 100; and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to critical race and ethnic studies majors.
CRES,190B,Critical Migration Studies,5.0,Prerequisite(s): CRES 10 and CRES 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior critical race and ethnic studies majors.
CRES,190C,The Black Transnational,5.0,
CRES,190D,Black Geographies and the Imperative of Abolition,5.0,Prerequisite(s): CRES 10 and CRES 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior critical race and ethnic studies majors.
CRES,190F,Black Queer Film,5.0,Prerequisite(s): CRES 10 and CRES 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior CRES majors.
CRES,190P,Trans of Color Performance and Media,5.0,Prerequisite(s): CRES 10 and CRES 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior critical race and ethnic studies majors.
CRES,190S,"From Slavery to Precarity: Race, Logistics and Globalization",5.0,Prerequisite(s): CRES 10 and CRES 100; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior critical race and ethnic studies majors.
CRES,190T,The War on Terror: Imperialism Past and Present,5.0,Prerequisite(s): CRES 10 and CRES 100 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior critical race and ethnic studies majors. 
CRES,190X,Racial Capitalism,5.0,
CRES,192,Directed Student Teaching,5.0,
CRES,194,Group Tutorial,5.0,
CRES,199,Tutorial,5.0,
CRES,199F,Tutorial,2.0,
CRSN,1,Academic Literacy and Ethos: Environment and Society,5.0,Enrollment is restricted to first-year college members.
CRSN,1A,Introduction to University Life and Learning,1.0,Enrollment is restricted to entering first-year Rachel Carson College students.
CRSN,10,Academic Success,2.0,
CRSN,15,Strategies to Jump Start Your STEM Learning,2.0,Enrollment is restricted to first-year through third-year students. Others may enroll with instructor permission.
CRSN,15A,STEM Essentials,2.0,
CRSN,28,Peer Leadership in Higher Education,3.0,
CRSN,55,Rachel Carson College: Service Learning Practicum,2.0,Enrollment restricted to college members until after priority enrollment.
CRSN,56,Media Internships for Sustainability,2.0,
CRSN,61,Education for Sustainable Living Program,2.0,
CRSN,81C,Designing a Sustainable Future,5.0,Prerequisite(s): CRSN 80A or CRSN 80B. Enrollment restricted to first-year and sophomore college members.
CRSN,82,Environment and Society in Film,2.0,Enrollment restricted to college members.
CRSN,90,Cultivating Food Justice and Sustainability,1.0,Enrollment restricted to college members. Other students by permission of the instructor.
CRSN,93,Field Study,5.0,
CRSN,99,Tutorial,5.0,
CRSN,99F,Tutorial,2.0,
CRSN,128,Advanced Peer Leadership Practicum,3.0,
CRSN,151A,Sustainability Praxis in the Natural and Built Environment,5.0,
CRSN,151B,"Innovation and Professionalization for Sustainability Designers, Engineers, and Entrepreneurs",5.0,
CRSN,151C,"Sustainability Laboratory Tools, Techniques, and Applications",3.0,
CRSN,151S,"Sustainability Field Laboratory Tools, Techniques, and Applications",5.0,
CRSN,152,IDEASS Laboratory Practicum,2.0,
CRSN,155,Rachel Carson College Sustainability Internship,2.0,Enrollment restricted to college members or by permission of instructor.
CRSN,155S,Innovation & Sustainability for Global Impact Practicum,3.0,
CRSN,160,Developing Leadership to Facilitate Environmental Education,5.0,
CRSN,161,Education for Sustainable Living Program,5.0,
CRSN,162,Sustainability Internship Practicum,5.0,
CRSN,193,Field Study,5.0,
CRSN,193F,Field Study,2.0,
CRSN,195,Senior Thesis,5.0,
CRSN,198,Independent Field Study,5.0,
CRSN,199,Tutorial,5.0,
CRSN,199F,Tutorial,2.0,
CRWN,1,Academic Literacy and Ethos: Ethical and Societal Implications of Emerging Technologies,5.0,Enrollment is restricted to first-year college members.
CRWN,1A,Introduction to University Life and Learning,1.0,Enrollment is restricted to entering first-year Crown College students.
CRWN,28,Crown Student Leadership Development Seminar,2.0,
CRWN,31,Crown College Student Leadership in Action Seminar,2.0,
CRWN,60,The Environment on Film: Rhetoric of Ecocriticism,5.0,Enrollment is restricted to college members.
CRWN,70,Introduction to Broadcast Media: Radio,3.0,
CRWN,70L,Broadcast Production: Radio,2.0,
CRWN,79,Introduction to Social and Ethical Implications of Emerging Technologies,2.0,
CRWN,80F,Science Fictions,5.0,Prerequisite(s): satisfaction of the Entry Level Writing requirement.
CRWN,80J,"Cyborg Society: Myths, Realities, Choices",5.0,
CRWN,80L,Food Safety and Environmental Quality: The Complexities of a Safe Salad,5.0,
CRWN,80S,"Undergraduate Seminar in Science, Technology, and Society",5.0,Preference given to Crown College students. Enrollment is restricted to first-year and sophomore students.
CRWN,81,Theory and Practices for a Purposeful Life,3.0,
CRWN,85,Mathematical Problems in Data Science,5.0,Enrollment is restricted to College Scholars Program students.
CRWN,86,Storytelling in a Digital Age,5.0,Enrollment is restricted to College Scholars Students.
CRWN,87,Understanding and Communicating the Science Behind Global Warming,5.0,Prerequisite(s): Enrollment in the College Scholars Program.
CRWN,88,Computational Futurology:Use of Data Analysis for Predicting Human Behavior and Activity,5.0,Enrollment is restricted to College Scholar Students.
CRWN,89,Workshop in Computational Biology,5.0,
CRWN,90,Start-up Entrepreneurship Academy,5.0,Enrollment is restricted to College Scholar Students.
CRWN,91,Marketing for Good,5.0,
CRWN,92,Social and Creative Entrepreneurship,5.0,
CRWN,92G,Social Entrepreneurship in Costa Rica,5.0,Prerequisite(s): concurrent enrollment  in CRWN 94.
CRWN,93,Field Study,5.0,
CRWN,93F,Field Study,2.0,
CRWN,94,Eco-Entrepreneurship in Costa Rica,5.0,"""CRWN 92"""
CRWN,95,GetVirtual Business Assistance,5.0,
CRWN,96,Digital Theater Workshop: Theorizing Culture and the Future,5.0,
CRWN,97A,Foundations of Applied Ethics and Values of Emerging Technologies,2.0,
CRWN,97B,Center for Applied Ethics and Values of Emerging Technologies (CAEVET) Internship,2.0,
CRWN,98,Podcasting: Digital Storytelling,2.0,Prerequisite(s): CRWN 1 or by permission of the instructor.
CRWN,98B,Podcasting: Digital Storytelling in Ireland,2.0,Prerequisite(s): concurrent enrollment in WRIT 2.
CRWN,99F,Tutorial,2.0,
CRWN,100,Fundamentals of Starting and Scaling an Organization,3.0,
CRWN,123,Examining Our Life Through Writing,5.0,
CRWN,185,Career and Internship Preparation,2.0,
CRWN,192,Directed Student Teaching,5.0,
CRWN,198,Independent Field Study,5.0,
CRWN,199,Tutorial,5.0,
CRWN,199F,Tutorial,2.0,
CSE,3,Computing Technology in a Changing Society,5.0,
CSE,5J,Introduction to Programming in Java,5.0,
CSE,10,Introduction to Computer Science,5.0,
CSE,12,Computer Systems and Assembly Language and Lab,7.0,"Prerequisite(s): CSE 5J, or CSE 20, or CSE 30, or BME 160, or equivalent."
CSE,13S,Computer Systems and C Programming,7.0,"[""OR"", ""CSE 12"", ""BME 160""]"
CSE,16,Applied Discrete Mathematics,5.0,"[""OR"", [""OR"", [""OR"", [""OR"", [""OR"", ""MATH 19A"", ""MATH 19B""], ""MATH 11B""], ""AM 11B""], ""AM 15B""], ""ECON 11B""]"
CSE,20,Beginning Programming in Python,5.0,
CSE,30,Programming Abstractions: Python,7.0,"Prerequisite(s): CSE 20 or BME 160; and MATH 3 or MATH 11A or MATH 19A or AM 3 or AM 11A or ECON 11A, or a score of 400 or higher on the mathematics placement examination (MPE)."
CSE,40,Machine Learning Basics: Data Analysis and Empirical Methods,5.0,"[""OR"", ""MATH 19B"", [""AND"", ""MATH 20B"", ""CSE 30""]]"
CSE,80A,"Universal Access: Disability, Technology, and Society",5.0,
CSE,80L,Social Data Analytics and Visualization,5.0,
CSE,80N,Introduction to Networking and the Internet,5.0,
CSE,80S,Social Networks,5.0,Prerequisite(s): MATH 3 or MATH 11A; or AM 3 or AM 6 or AM 11A or AM 15A; or ECON 11A; or score on math placement exam of 300 or higher.
CSE,94,Group Tutorial,5.0,
CSE,94F,Group Tutorial,2.0,
CSE,99,Tutorial,5.0,
CSE,99F,Tutorial,2.0,
CSE,100,Logic Design,5.0,Prerequisite(s): CSE 12; previous or concurrent enrollment in CSE 100L is required.
CSE,100L,Logic Design Laboratory,2.0,Prerequisite(s): CSE 12; previous or concurrent enrollment in CSE 100 is required.
CSE,101,Introduction to Data Structures and Algorithms,5.0,"[""OR"", [""OR"", [""OR"", [""OR"", [""OR"", ""CSE 12"", [""AND"", ""BME 160"", ""CSE 13E""]], [""OR"", ""ECE 13"", [""AND"", [""AND"", [""AND"", ""CSE 13S"", ""CSE 16""], ""CSE 30""], ""MATH 11B""]]], ""MATH 19B""], ""MATH 20B""], ""AM 11B""]"
CSE,101M,Mathematical Thinking for Computer Science,5.0,"""CSE 101"""
CSE,102,Introduction to Analysis of Algorithms,5.0,"""CSE 101"""
CSE,103,Computational Models,5.0,"""CSE 101"""
CSE,104,Computability and Computational Complexity,5.0,"""CSE 103"""
CSE,105,Modern Algorithmic Toolbox,5.0,"Prerequisite(s): CSE 102 or equivalent or instructor consent. Students need a solid background in analysis of algorithms, discrete math, probability theory, graph theory, and overall mathematical maturity."
CSE,106,Applied Graph Theory and Algorithms,5.0,"""CSE 101"""
CSE,107,Probability and Statistics for Engineers,5.0,"[""OR"", [""OR"", [""AND"", ""CSE 16"", ""AM 30""], ""MATH 22""], ""MATH 23A""]"
CSE,108,Algorithmic Foundations of Cryptography,5.0,Prerequisite(s): CSE 101. Enrollment restricted to computer engineering and computer science majors.
CSE,110A,Fundamentals of Compiler Design I,5.0,"[""AND"", ""CSE 12"", ""CSE 101""]"
CSE,110B,Fundamentals of Compiler Design II,5.0,"""CSE 110A"""
CSE,111,Advanced Programming,5.0,"[""OR"", [""OR"", [""AND"", ""CSE 15"", ""CSE 15L""], [""OR"", [""AND"", ""CSE 13S"", ""CMPM 35""], [""OR"", [""AND"", ""CSE 13E"", ""CMPM 35""], [""AND"", ""ECE 13"", ""CMPM 35""]]]], ""CSE 101""]"
CSE,112,Comparative Programming Languages,5.0,"""CSE 101"""
CSE,113,Parallel and Concurrent Programming,5.0,Prerequisite(s): CSE 12 and CSE 101. CSE 120 recommended.
CSE,114A,Foundations of Programming Languages,5.0,"""CSE 101"""
CSE,114B,Functional Programming,5.0,Prerequisite(s): CSE 114A. Enrollment is restricted to junior and senior computer science majors.
CSE,115A,Introduction to Software Engineering,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements and CSE 101 and CSE 130.
CSE,115B,Software Design Project,5.0,"""CSE 115A"""
CSE,115C,Software Design Project II,5.0,"""CSE 115B"""
CSE,115D,Software Design Project - Accelerated,5.0,"""CSE 115A"""
CSE,117,Open Source Programming,5.0,Prerequisite(s): CSE 101; and CSE 102 or CSE 111 or CSE 115A. Enrollment restricted to School of Engineering majors.
CSE,118,Mobile Applications,5.0,Prerequisite(s): CSE 101. Enrollment is restricted to juniors and seniors.
CSE,119,Software for Society,5.0,"""CSE 101"""
CSE,120,Computer Architecture,5.0,"Prerequisite(s): CSE 12; and CSE 13E, or CSE 13S, or ECE 13, or CSE 15 and CSE 15L. CSE 16 recommended."
CSE,121,Embedded System Design,7.0,"[""OR"", [""OR"", [""AND"", [""AND"", [""AND"", ""CSE 12"", ""CSE 100""], ""CSE 100L""], ""CSE 13E""], ""CSE 13S""], [""OR"", ""ECE 13"", [""AND"", [""AND"", [""AND"", ""CSE 15"", ""CSE 15L""], [""AND"", [""AND"", ""ECE 101"", ""ECE 101L""], ""PHYS 5C""]], ""PHYS 5N""]]]"
CSE,122,Introduction to VLSI Digital System Design,5.0,"[""AND"", [""AND"", [""AND"", ""CSE 100"", ""CSE 100L""], ""ECE 101""], ""ECE 101L""]"
CSE,123A,Engineering Design Project I,5.0, Prerequisite(s): CSE 121; previous or concurrent enrollment in CSE 185E.
CSE,123B,Engineering Design Project II,7.0,"[""OR"", [""AND"", ""CSE 123A"", ""CSE 185E""], ""CSE 185S""]"
CSE,125,Logic Design with Verilog,7.0,"[""AND"", [""AND"", ""CSE 100"", ""CSE 100L""], ""CSE 120""]"
CSE,129A,Capstone Project I,2.0,"Prerequisite(s): previous or concurrent enrollment in courses CSE 121 and CSE 121L. Enrollment is restricted to bioengineering, biomolecular engineering and bioinformatics, computer engineering, and robotics engineering majors."
CSE,129B,Capstone Project II,5.0,
CSE,129C,Capstone Project III,5.0,
CSE,130,Principles of Computer Systems Design,5.0,"Prerequisite(s): CSE 12; and CSE 101, or CSE 15 and CSE 15L; and knowledge of C programming language."
CSE,132,Computer Security,5.0,Prerequisite(s): CSE 130 or CSE 131 or permission of instructor. Enrollment restricted to School of Engineering majors.
CSE,134,Embedded Operating Systems,5.0,"[""AND"", ""CSE 120"", ""CSE 130""]"
CSE,138,Distributed Systems,5.0,"[""OR"", ""CSE 130"", ""CSE 131""]"
CSE,140,Artificial Intelligence,5.0,"""CSE 101"""
CSE,142,Machine Learning,5.0,"[""OR"", [""OR"", [""OR"", ""CSE 40"", [""AND"", [""AND"", ""STAT 132"", ""CSE 101""], ""AM 30""]], [""OR"", ""MATH 22"", [""AND"", ""MATH 23A"", ""STAT 131""]]], ""CSE 107""]"
CSE,143,Introduction to Natural Language Processing,5.0,"Prerequisite(s): CSE 101, and CSE 107 or STAT 131. Python competence equivalent to CSE 30 is highly recommended."
CSE,144,Applied Machine Learning: Deep Learning,5.0,Prerequisite(s): CSE 101. Enrollment is restricted to juniors and seniors.
CSE,145,Introduction to Data Mining,5.0,Prerequisite(s): CSE 15 and CSE 15L or CSE 30 or CSE 13S; and AM 30 or MATH 22 or MATH 23A; and STAT 5 or CSE 107 or STAT 131; and AM 10 or MATH 21; and CSE 16 or ECON 113. Enrollment restricted to juniors and seniors. Graduate students by permission of instructor.
CSE,146,Ethics and Algorithms,5.0,Prerequisite(s): CSE 101; and CSE 107 or STAT 131. CSE 142 and CSE 140 are recommended.
CSE,150,Introduction to Computer Networks,7.0,"[""OR"", [""AND"", [""AND"", ""CSE 16"", ""CSE 12""], ""CSE 30""], [""AND"", ""CSE 15"", ""CSE 15L""]]"
CSE,151,Advanced Computer Networks,5.0,Prerequisite(s): CSE 150. Concurrent enrollment in CSE 151L is required.
CSE,151L,Advanced Computer Networks Laboratory,2.0,Prerequisite(s): CSE 150 and CSE 150L. Concurrent enrollment in CSE 151 is required.
